year,id,dist,passen,fare,conc
1997,603,400,680,226,90.16999817
1998,603,400,634,209,88.44999695
1999,603,400,791,195,90
2000,603,400,728,229,85.58000183
1997,604,1087,342,171,77.44999695
1998,604,1087,554,131,59.02999496
1999,604,1087,645,127,59.20000076
2000,604,1087,513,156,55.19999695
1997,605,505,210,250,94.87000275
1998,605,505,196,204,93.80000305
1999,605,505,182,230,93.31999969
2000,605,505,195,237,92.86000061
1997,606,677,391,139,64.83000183
1998,606,677,361,155,65.29000092
1999,606,677,378,146,59.50999832
2000,606,677,372,159,63.58000183
1997,607,584,422,82,59.45999527
1998,607,584,405,88,55.19999695
1999,607,584,392,101,62.34999847
2000,607,584,423,100,66.26000214
1997,608,714,457,114,84.11000061
1998,608,714,444,120,86.09999847
1999,608,714,441,126,85.66000366
2000,608,714,425,133,85.86000061
1997,609,671,119,114,76.94000244
1998,609,671,118,120,76.62000275
1999,609,671,109,124,67.26000214
2000,609,671,116,132,65.11000061
1997,610,347,597,66,85.04000092
1998,610,347,536,66,87.88999939
1999,610,347,621,61,85.48999786
2000,610,347,561,68,81.43000031
1997,611,496,336,101,91.51999664
1998,611,496,308,113,92.76999664
1999,611,496,350,107,88.87000275
2000,611,496,351,113,94.30000305
1997,612,636,194,110,81.54000092
1998,612,636,184,119,86.98000336
1999,612,636,193,126,85.65000153
2000,612,636,204,135,81.08000183
1997,613,451,282,118,96.65000153
1998,613,451,248,121,97.33000183
1999,613,451,265,125,96.83999634
2000,613,451,231,138,97.31999969
1997,614,1174,269,138,38.20999908
1998,614,1174,448,118,43.59999847
1999,614,1174,745,117,47.93000031
2000,614,1174,770,120,50.54000092
1997,615,965,369,169,63.93000031
1998,615,965,343,179,63.93000031
1999,615,965,430,168,63.27000427
2000,615,965,444,180,63.80000305
1997,616,1006,376,110,42.88000107
1998,616,1006,378,122,50.52999878
1999,616,1006,377,130,48.90000153
2000,616,1006,434,130,51.96999741
1997,617,1093,315,126,93.09999847
1998,617,1093,333,133,92.33999634
1999,617,1093,707,117,58.74999619
2000,617,1093,800,121,65.04000092
1997,618,318,557,58,98.40000153
1998,618,318,675,62,98.77999878
1999,618,318,707,64,99.25
2000,618,318,847,67,99.41000366
1997,619,1244,177,136,32.77999878
1998,619,1244,204,145,41.20000076
1999,619,1244,184,159,32.79999924
2000,619,1244,206,165,26.44000053
1997,620,2175,331,164,48.43999863
1998,620,2175,360,181,48.61000061
1999,620,2175,610,167,46.02000046
2000,620,2175,483,174,49.00999832
1997,621,2343,629,213,38.83000183
1998,621,2343,601,215,31.52000046
1999,621,2343,710,208,26.8200016
2000,621,2343,670,222,32.99000168
1997,622,897,134,128,59.84000015
1998,622,897,150,144,48.40000153
1999,622,897,172,144,55.01999664
2000,622,897,157,141,47.68000031
1997,623,1246,160,141,26.68000221
1998,623,1246,152,140,29.70000267
1999,623,1246,159,148,36.5
2000,623,1246,192,153,25.31000137
1997,624,1490,131,250,35.29999924
1998,624,1490,163,242,37.06999969
1999,624,1490,167,245,39.36999893
2000,624,1490,266,219,51.56999969
1997,625,793,297,120,71.63999939
1998,625,793,326,129,71.93000031
1999,625,793,388,126,78.80999756
2000,625,793,395,141,77.45999908
1997,626,673,237,133,72.44000244
1998,626,673,262,140,73.58000183
1999,626,673,296,140,82.34999847
2000,626,673,372,142,72.48000336
1997,627,1073,4163,155,34.5
1998,627,1073,5206,142,31.72999954
1999,627,1073,6561,133,31.90999985
2000,627,1073,8497,128,27.42000008
1997,628,1122,91,137,57.62000275
1998,628,1122,86,139,72.33000183
1999,628,1122,64,143,72.11000061
2000,628,1122,55,147,79.22000122
1997,629,178,847,57,79.94000244
1998,629,178,807,62,80.83999634
1999,629,178,777,64,82.58000183
2000,629,178,831,73,80.70999908
1997,630,992,887,153,78.11000061
1998,630,992,775,163,75.38999939
1999,630,992,816,168,73.26000214
2000,630,992,1311,131,75.43000031
1997,631,1975,217,219,34.59000015
1998,631,1975,224,206,36.11999893
1999,631,1975,315,188,29.75000191
2000,631,1975,324,210,29.65999794
1997,632,994,325,157,77.51999664
1998,632,994,347,162,79.15000153
1999,632,994,289,168,74.12000275
2000,632,994,395,157,84.13999939
1997,633,1189,357,123,37.09000015
1998,633,1189,358,132,40.83000183
1999,633,1189,346,130,45.58000183
2000,633,1189,395,132,46.24000168
1997,634,680,259,143,69.05999756
1998,634,680,289,139,72.12000275
1999,634,680,429,117,58.95000076
2000,634,680,492,122,64.86000061
1997,635,2587,212,276,37.00999832
1998,635,2587,248,261,31.90000153
1999,635,2587,312,236,34.29999924
2000,635,2587,294,248,38.18000031
1997,636,1057,262,180,47.58000183
1998,636,1057,305,185,63.52000427
1999,636,1057,348,176,60.42000198
2000,636,1057,358,199,50.06000519
1997,637,197,1255,57,85.62000275
1998,637,197,1323,62,92.51999664
1999,637,197,1326,64,92.31999969
2000,637,197,1370,68,93.43000031
1997,638,900,673,146,65.37000275
1998,638,900,851,124,42.70000076
1999,638,900,905,125,46.52999878
2000,638,900,1188,125,48.93000031
1997,639,1181,223,143,54.66999817
1998,639,1181,265,121,42.02999878
1999,639,1181,232,124,52.09999847
2000,639,1181,232,137,44.27000046
1997,640,946,480,129,80.29000092
1998,640,946,473,128,82.62999725
1999,640,946,458,136,80.06999969
2000,640,946,465,140,75.06999969
1997,641,1158,109,141,48.09999847
1998,641,1158,114,142,47.77000046
1999,641,1158,112,155,48.59999847
2000,641,1158,114,164,39.34999847
1997,642,1185,305,130,51.56999969
1998,642,1185,256,133,28.36000061
1999,642,1185,253,144,31.52000046
2000,642,1185,243,152,27.12999916
1997,643,1417,256,217,73.62000275
1998,643,1417,289,191,64.62999725
1999,643,1417,313,191,54.94999695
2000,643,1417,400,180,58.84000015
1997,644,1068,1026,176,47.04000092
1998,644,1068,999,170,48.31000137
1999,644,1068,1051,166,50.80000305
2000,644,1068,1381,148,34.00999832
1997,645,992,356,155,78.51999664
1998,645,992,333,158,80.26000214
1999,645,992,338,174,74.66999817
2000,645,992,423,151,84.33000183
1997,646,967,191,151,79.66999817
1998,646,967,200,154,83.69000244
1999,646,967,205,158,78.77999878
2000,646,967,270,146,82.91999817
1997,647,1203,140,130,49.11000061
1998,647,1203,130,137,59.04999924
1999,647,1203,124,148,43.66999817
2000,647,1203,152,148,57.65000153
1997,648,980,145,185,87.65000153
1998,648,980,172,178,89.52999878
1999,648,980,179,188,85.98999786
2000,648,980,167,182,84.40000153
1997,649,893,235,155,53.15000534
1998,649,893,208,144,52.38000107
1999,649,893,228,149,34.63999939
2000,649,893,240,154,45.81999969
1997,650,1645,139,173,67.62999725
1998,650,1645,165,167,47.20999908
1999,650,1645,154,175,60.65999985
2000,650,1645,156,176,70.58000183
1997,651,613,197,233,47.34999847
1998,651,613,213,203,39.93999863
1999,651,613,245,181,31.43000031
2000,651,613,235,196,34.34999847
1997,652,1024,221,130,52.65999985
1998,652,1024,178,153,32.36000061
1999,652,1024,198,154,51.96999741
2000,652,1024,233,157,44.86000061
1997,653,987,127,192,66.15000153
1998,653,987,155,153,62.54999542
1999,653,987,139,186,59.50999832
2000,653,987,166,184,55.58999634
1997,654,460,764,202,53.31000137
1998,654,460,747,186,53.02999496
1999,654,460,941,164,51.52000046
2000,654,460,972,163,46.11000061
1997,655,535,292,130,51.52999878
1998,655,535,252,147,34.24000168
1999,655,535,215,121,39.43000031
2000,655,535,348,105,66.98000336
1997,656,365,178,212,96.40000153
1998,656,365,212,178,89.77999878
1999,656,365,264,184,95.80000305
2000,656,365,254,173,94.44000244
1997,657,276,562,64,90.02999878
1998,657,276,553,67,93.19999695
1999,657,276,612,64,91.26000214
2000,657,276,528,74,90.29000092
1997,658,233,234,69,98.69999695
1998,658,233,224,73,99.37000275
1999,658,233,216,73,98.79000092
2000,658,233,198,78,99.23000336
1997,659,852,249,109,75.36000061
1998,659,852,248,110,70.12999725
1999,659,852,170,130,66.37000275
2000,659,852,163,153,76.59999847
1997,660,1509,129,386,38.40000153
1998,660,1509,249,201,47.86000061
1999,660,1509,258,209,51.75
2000,660,1509,253,253,44.13000107
1997,661,2527,282,319,28.79000092
1998,661,2527,327,304,25.42000198
1999,661,2527,460,240,38.22000122
2000,661,2527,494,247,36.06999969
1997,662,1194,232,152,35.68000031
1998,662,1194,238,158,36.41999817
1999,662,1194,206,155,41.61000061
2000,662,1194,190,165,37.02999878
1997,663,1051,213,359,75.37000275
1998,663,1051,216,314,76.87999725
1999,663,1051,214,335,71.12999725
2000,663,1051,235,355,76.44000244
1997,664,1050,1163,112,83.23000336
1998,664,1050,1266,110,65.66000366
1999,664,1050,1441,107,60.47000122
2000,664,1050,1644,110,49.04000092
1997,665,196,273,239,98.12999725
1998,665,196,278,237,97.93000031
1999,665,196,261,234,98.16999817
2000,665,196,264,272,99.30000305
1997,666,2214,181,287,29.21999931
1998,666,2214,197,274,26.56999779
1999,666,2214,291,200,18.18000031
2000,666,2214,384,196,29
1997,667,406,210,238,94.51999664
1998,667,406,210,229,94.19000244
1999,667,406,235,226,94.02999878
2000,667,406,257,246,94.19000244
1997,668,532,226,168,74.05999756
1998,668,532,235,163,74.52999878
1999,668,532,321,140,53.4600029
2000,668,532,375,133,68.5
1997,669,2627,242,376,35.29999924
1998,669,2627,292,335,48.52999878
1999,669,2627,261,379,47.88000107
2000,669,2627,268,366,47.79000092
1997,670,2437,134,321,31.25
1998,670,2437,128,307,36.04999924
1999,670,2437,110,325,33.43000031
2000,670,2437,161,276,27.31999969
1997,671,958,175,267,81.20999908
1998,671,958,172,286,84.29000092
1999,671,958,205,267,60.49000168
2000,671,958,230,245,54.36999893
1997,672,1111,490,132,61.87999725
1998,672,1111,617,112,69.56999969
1999,672,1111,661,111,65.13999939
2000,672,1111,552,130,51.30000305
1997,673,314,596,138,79.20999908
1998,673,314,624,136,84.51999664
1999,673,314,889,112,70.47000122
2000,673,314,512,166,64.76000214
1997,674,1133,631,135,70.59999847
1998,674,1133,606,132,69.40000153
1999,674,1133,732,118,57.41000366
2000,674,1133,675,130,60.79999924
1997,675,846,334,151,60.09000015
1998,675,846,314,160,60.20000076
1999,675,846,363,152,58.31000137
2000,675,846,368,166,63.02999878
1997,676,359,277,66,68.90000153
1998,676,359,274,73,75.87000275
1999,676,359,323,70,75.5
2000,676,359,314,75,80.77999878
1997,677,818,212,135,66.55999756
1998,677,818,190,154,60.86000061
1999,677,818,222,155,63.29000092
2000,677,818,237,165,59.11999893
1997,678,644,570,135,47.84999847
1998,678,644,545,147,46.50999832
1999,678,644,589,146,50.72000122
2000,678,644,569,157,50.61000061
1997,679,1229,929,139,46.20999908
1998,679,1229,899,155,47.61000061
1999,679,1229,1087,151,42.06000137
2000,679,1229,1119,162,46.13000107
1997,680,392,321,98,66.97000122
1998,680,392,291,108,67.95999908
1999,680,392,325,106,62.16999817
2000,680,392,312,113,64.54000092
1997,681,1379,1254,225,61.65999603
1998,681,1379,1265,219,62.01999664
1999,681,1379,1420,201,51.40000153
2000,681,1379,1498,225,43.43000031
1997,682,789,198,148,53.02000046
1998,682,789,187,154,56.77000427
1999,682,789,202,153,52.81999588
2000,682,789,223,164,60.98999786
1997,683,472,400,86,62.43000031
1998,683,472,381,93,61.95999908
1999,683,472,389,98,68.11000061
2000,683,472,379,100,60.24000168
1997,684,470,173,206,43.41999817
1998,684,470,202,202,44.58000183
1999,684,470,188,202,47.93999863
2000,684,470,201,211,45.90999985
1997,685,964,434,176,53.25999832
1998,685,964,429,175,55.95999908
1999,685,964,458,189,58.2899971
2000,685,964,461,192,61.91999817
1997,686,440,504,101,69.66000366
1998,686,440,498,108,74.47000122
1999,686,440,495,102,73.70999908
2000,686,440,471,110,68.55000305
1997,687,1035,309,313,39.75
1998,687,1035,313,301,42.54000092
1999,687,1035,408,285,30.27000046
2000,687,1035,426,300,32.18000031
1997,688,316,278,77,93.88999939
1998,688,316,242,86,98.73999786
1999,688,316,252,96,98.40000153
2000,688,316,240,96,98.19000244
1997,689,670,628,116,63.70999908
1998,689,670,552,127,67.47000122
1999,689,670,579,121,62.22999573
2000,689,670,596,133,63.75
1997,690,303,2181,84,62.29999542
1998,690,303,2109,86,66.23000336
1999,690,303,2207,87,64.58999634
2000,690,303,2176,94,65.13999939
1997,691,1408,1911,388,70.19000244
1998,691,1408,2180,315,65.40000153
1999,691,1408,2389,316,70.45999908
2000,691,1408,2619,313,72.56999969
1997,692,1645,139,221,38.33000183
1998,692,1645,147,237,35.88999939
1999,692,1645,178,206,41.16999817
2000,692,1645,271,246,34.22000122
1997,693,418,603,104,57.76000214
1998,693,418,534,109,59.78000259
1999,693,418,613,108,61.11999893
2000,693,418,588,114,55.11999893
1997,694,782,170,172,40.31999969
1998,694,782,167,170,25.98999977
1999,694,782,190,156,59.41999435
2000,694,782,198,180,63.63000107
1997,695,1336,219,201,41.31999969
1998,695,1336,219,204,43.11000061
1999,695,1336,292,177,45.34000015
2000,695,1336,261,194,39.45999908
1997,696,853,695,147,62.16999817
1998,696,853,715,148,62.63000488
1999,696,853,788,163,59.74000168
2000,696,853,877,168,57.83000183
1997,697,1325,615,301,54.20000076
1998,697,1325,658,255,39.68000031
1999,697,1325,730,259,47.86999893
2000,697,1325,742,286,50.13999939
1997,698,1020,731,176,36.90000153
1998,698,1020,671,187,38.56000137
1999,698,1020,776,173,40.27000046
2000,698,1020,796,184,39.93000031
1997,699,1118,300,336,59.18999863
1998,699,1118,300,305,51.65999985
1999,699,1118,276,339,45.09999847
2000,699,1118,303,314,44.16999817
1997,700,1827,221,248,43.93999863
1998,700,1827,222,235,46
1999,700,1827,267,223,48.63000107
2000,700,1827,269,274,50.77000427
1997,701,1573,243,166,43.52000046
1998,701,1573,186,183,45.61999893
1999,701,1573,269,168,62.08999634
2000,701,1573,233,210,44.50999832
1997,702,1044,232,190,49.59999847
1998,702,1044,254,172,50.95999908
1999,702,1044,319,178,47.15000153
2000,702,1044,347,200,39.47000122
1997,703,1542,163,163,36.18999863
1998,703,1542,146,172,39.33000183
1999,703,1542,182,158,32.91999817
2000,703,1542,176,177,34.59000015
1997,704,1197,310,203,37.65999985
1998,704,1197,313,194,37.54999924
1999,704,1197,345,172,41.16999817
2000,704,1197,370,197,35.90000153
1997,705,192,1055,74,70.66000366
1998,705,192,980,77,77.01999664
1999,705,192,994,78,71.37999725
2000,705,192,954,80,70.19999695
1997,706,1304,425,213,52.2899971
1998,706,1304,397,225,49.43999863
1999,706,1304,497,186,50.5
2000,706,1304,505,218,50.47000122
1997,707,1636,862,266,65.18000031
1998,707,1636,800,269,64.37000275
1999,707,1636,926,256,64.65000153
2000,707,1636,863,295,61.80999756
1997,708,1610,236,275,42.20000076
1998,708,1610,240,255,45.31999969
1999,708,1610,356,233,50.06000519
2000,708,1610,386,295,53.75000381
1997,709,1348,235,292,66.37000275
1998,709,1348,218,290,66.76999664
1999,709,1348,277,276,60.25000381
2000,709,1348,309,308,70.95999908
1997,710,1876,399,246,47.06000137
1998,710,1876,370,248,55.76999664
1999,710,1876,499,221,53.47000504
2000,710,1876,493,277,51.74000168
1997,711,687,861,120,53.83000183
1998,711,687,782,128,54.93000031
1999,711,687,858,126,54.20000076
2000,711,687,841,138,53.82000351
1997,712,787,472,152,66.73999786
1998,712,787,449,163,63.84999847
1999,712,787,490,169,64.69000244
2000,712,787,539,181,60.31000137
1997,713,452,831,111,58.99999619
1998,713,452,759,117,62.54000092
1999,713,452,860,110,56.87000275
2000,713,452,815,119,56.45000458
1997,714,1204,644,285,62.09999847
1998,714,1204,713,252,64.31999969
1999,714,1204,834,273,72.05000305
2000,714,1204,943,293,76.11000061
1997,715,452,281,85,63.87000275
1998,715,452,314,96,62.91000366
1999,715,452,318,89,67.51000214
2000,715,452,331,98,72.61000061
1997,716,1591,786,120,51.06999969
1998,716,1591,885,126,49.74000168
1999,716,1591,793,127,52.70999527
2000,716,1591,885,134,57.02000427
1997,717,1815,577,154,21.73999977
1998,717,1815,573,162,25.81999969
1999,717,1815,565,171,31.06999969
2000,717,1815,626,184,24.73999977
1997,718,1023,180,132,31.52000046
1998,718,1023,186,137,32.79000092
1999,718,1023,164,154,22.90999985
2000,718,1023,171,174,35.09000015
1997,719,503,262,272,83.33999634
1998,719,503,282,260,88.06999969
1999,719,503,278,284,87.33000183
2000,719,503,318,267,77.40000153
1997,720,709,132,133,44.65000153
1998,720,709,120,137,41.68999863
1999,720,709,160,142,35.02999878
2000,720,709,142,154,39.68999863
1997,721,659,847,215,40.47000122
1998,721,659,823,210,39.29999924
1999,721,659,888,225,40.29999924
2000,721,659,995,206,46.86000061
1997,722,828,937,106,51.44000244
1998,722,828,988,106,50.29000092
1999,722,828,1027,113,48.61000061
2000,722,828,1096,112,44.43999863
1997,723,587,303,268,86.81999969
1998,723,587,360,228,81.95999908
1999,723,587,391,235,84.01000214
2000,723,587,364,252,84.80999756
1997,724,1490,568,137,53.52000046
1998,724,1490,480,163,55.86000061
1999,724,1490,560,143,55.65000153
2000,724,1490,544,157,47.90999985
1997,725,1787,222,171,22.95000076
1998,725,1787,253,171,30.86000061
1999,725,1787,230,176,23.94000053
2000,725,1787,237,187,18.19000053
1997,726,1946,455,155,23.07999992
1998,726,1946,406,163,44.33000183
1999,726,1946,334,185,31.79000092
2000,726,1946,314,202,30.90999985
1997,727,877,204,110,72.30000305
1998,727,877,208,111,75.27999878
1999,727,877,213,119,79.73000336
2000,727,877,217,120,78.58999634
1997,728,1869,177,231,39.47000122
1998,728,1869,187,214,43.33000183
1999,728,1869,203,189,30.39999962
2000,728,1869,211,201,30.21000099
1997,729,229,332,69,54.77000046
1998,729,229,360,72,50.04999542
1999,729,229,327,68,51.90999985
2000,729,229,337,77,50.55000305
1997,730,840,612,112,49.47000122
1998,730,840,588,114,46.5
1999,730,840,643,117,46.15999985
2000,730,840,688,119,52.45999527
1997,731,499,415,206,72.06999969
1998,731,499,447,176,73.44000244
1999,731,499,398,182,71.75
2000,731,499,317,195,75.48999786
1997,732,972,486,112,66
1998,732,972,397,122,90.31999969
1999,732,972,695,111,77.80999756
2000,732,972,681,113,67.29000092
1997,733,1035,50,133,83.41000366
1998,733,1035,193,112,65.58000183
1999,733,1035,509,107,46.59000015
2000,733,1035,467,115,91.70999908
1997,734,1055,34,137,67.08999634
1998,734,1055,201,114,74.97000122
1999,734,1055,350,117,93.44999695
2000,734,1055,42,130,68.75
1997,735,334,163,100,79.83999634
1998,735,334,192,91,87.48999786
1999,735,334,150,111,89.91000366
2000,735,334,132,113,90.77999878
1997,736,484,222,88,76.01999664
1998,736,484,236,103,76.05000305
1999,736,484,271,101,80.26000214
2000,736,484,288,101,80.88999939
1997,737,513,181,88,69.90000153
1998,737,513,168,98,80.47000122
1999,737,513,210,97,74.94000244
2000,737,513,217,96,73.55000305
1997,738,834,753,222,44.02999878
1998,738,834,841,191,41.13999939
1999,738,834,1006,172,41.31000137
2000,738,834,1094,141,38.00999832
1997,739,544,110,144,74.37999725
1998,739,544,129,137,74.09999847
1999,739,544,129,125,63.52000427
2000,739,544,155,139,44.02000046
1997,740,742,346,166,75.80999756
1998,740,742,374,169,79.70999908
1999,740,742,360,161,76.61000061
2000,740,742,425,146,80.76000214
1997,741,180,270,67,56.49000549
1998,741,180,301,68,59.47000504
1999,741,180,298,68,60.97999954
2000,741,180,291,74,53.61999893
1997,742,634,332,151,73.54000092
1998,742,634,275,150,70.36000061
1999,742,634,339,143,64.69999695
2000,742,634,334,158,64.52999878
1997,743,1140,720,103,53.41999435
1998,743,1140,662,131,58.3599968
1999,743,1140,655,140,68.69000244
2000,743,1140,693,142,72.80999756
1997,744,1363,672,152,44.11999893
1998,744,1363,616,171,54.20000076
1999,744,1363,637,165,59.92000198
2000,744,1363,804,153,55.06999969
1997,745,492,165,71,57.40000153
1998,745,492,195,84,49.86000061
1999,745,492,154,92,44.63000107
2000,745,492,161,96,44.20999908
1997,746,1254,175,153,28.29000092
1998,746,1254,212,159,34.54000092
1999,746,1254,219,160,31.81000137
2000,746,1254,223,172,36.61999893
1997,747,436,199,183,89.26000214
1998,747,436,185,176,82.81999969
1999,747,436,209,186,83.48999786
2000,747,436,201,194,78.31999969
1997,748,394,850,88,77.94000244
1998,748,394,792,101,79.87999725
1999,748,394,821,103,82.66000366
2000,748,394,810,101,85.62000275
1997,749,492,368,69,81.80999756
1998,749,492,395,71,84.65000153
1999,749,492,420,70,87.61000061
2000,749,492,414,78,86.98999786
1997,750,691,206,132,28.95999908
1998,750,691,203,142,28.10000229
1999,750,691,223,150,23.54000092
2000,750,691,283,122,41.11000061
1997,751,1093,982,219,35.93999863
1998,751,1093,939,227,39.72000122
1999,751,1093,1007,234,40.79999924
2000,751,1093,1049,227,33.50999832
1997,752,1490,190,143,57.11000061
1998,752,1490,183,180,66.66999817
1999,752,1490,221,172,69.63999939
2000,752,1490,260,182,66.36000061
1997,753,313,379,67,98.27999878
1998,753,313,371,69,97.66000366
1999,753,313,372,68,98.12999725
2000,753,313,353,73,97.11000061
1997,754,1320,175,145,23.26000023
1998,754,1320,188,152,33.75999832
1999,754,1320,165,157,38.59000015
2000,754,1320,162,169,47.88999939
1997,755,1072,556,118,20.68000031
1998,755,1072,696,119,67.83999634
1999,755,1072,737,120,60.38000107
2000,755,1072,730,137,53.77000046
1997,756,1040,248,286,71.47000122
1998,756,1040,271,275,75.01000214
1999,756,1040,318,262,73.81999969
2000,756,1040,288,282,73.51000214
1997,757,1044,829,116,48.79000092
1998,757,1044,740,140,53.50000381
1999,757,1044,795,137,52.61999893
2000,757,1044,798,147,58.52000046
1997,758,1484,196,166,26.62000084
1998,758,1484,228,161,32.83000183
1999,758,1484,206,159,30.23000145
2000,758,1484,236,164,36.40999985
1997,759,906,159,172,31.83000183
1998,759,906,169,175,32.79999924
1999,759,906,252,139,42.02000046
2000,759,906,285,136,40.13999939
1997,760,1444,164,148,39.47000122
1998,760,1444,163,161,35.68999863
1999,760,1444,173,163,37.58000183
2000,760,1444,196,172,48.97999954
1997,761,920,285,135,56.55000305
1998,761,920,263,147,73.45999908
1999,761,920,266,142,68.69999695
2000,761,920,277,148,69.66999817
1997,762,707,203,136,45.86999893
1998,762,707,201,146,39.45000076
1999,762,707,224,147,44.08000183
2000,762,707,234,167,40.97000122
1997,763,1334,386,135,29.67000008
1998,763,1334,341,165,31.84000015
1999,763,1334,380,156,40.38999939
2000,763,1334,385,167,46.02999878
1997,764,1500,451,149,35.86999893
1998,764,1500,451,154,49.99000168
1999,764,1500,318,181,35.95000076
2000,764,1500,290,193,38.20999908
1997,765,1490,353,160,30.54000092
1998,765,1490,378,160,30.93000031
1999,765,1490,323,182,28.22999954
2000,765,1490,378,186,30.31999969
1997,766,238,1026,56,59.50999832
1998,766,238,1015,65,50.04999542
1999,766,238,998,60,56.27999878
2000,766,238,984,69,53.09000015
1997,767,1049,268,129,30.48999977
1998,767,1049,263,140,30.01000023
1999,767,1049,317,136,35.77000046
2000,767,1049,301,154,39.79999924
1997,768,223,205,66,100
1998,768,223,191,72,99.94000244
1999,768,223,178,71,99.94000244
2000,768,223,163,75,100
1997,769,950,582,190,61.02000046
1998,769,950,581,196,63.74000168
1999,769,950,584,197,57.02999878
2000,769,950,629,213,52.31000137
1997,770,645,168,221,46.83000183
1998,770,645,239,156,52.7899971
1999,770,645,310,138,46.00999832
2000,770,645,264,189,49.50999832
1997,771,532,227,112,63.73000336
1998,771,532,218,107,43.40000153
1999,771,532,203,119,42.13999939
2000,771,532,150,158,60.42000198
1997,772,236,4411,64,50.06000519
1998,772,236,4557,64,46.54000092
1999,772,236,5469,63,46.04999924
2000,772,236,4782,71,47.27999878
1997,773,1627,185,142,34.70000076
1998,773,1627,158,174,37.09999847
1999,773,1627,193,165,33.09000015
2000,773,1627,233,157,60.72999954
1997,774,776,152,94,97.26999664
1998,774,776,126,123,96.02999878
1999,774,776,116,124,97.73999786
2000,774,776,123,120,96.30000305
1997,775,2177,282,202,47.29999924
1998,775,2177,283,205,52.14999771
1999,775,2177,234,238,53.56000137
2000,775,2177,574,182,55.51999664
1997,776,797,169,97,98.33000183
1998,776,797,136,118,97.43000031
1999,776,797,155,112,93.55000305
2000,776,797,130,126,96.98999786
1997,777,1525,384,139,24.25
1998,777,1525,433,143,45.63999939
1999,777,1525,857,119,57.09000397
2000,777,1525,894,131,55.04999924
1997,778,1300,482,188,69.94999695
1998,778,1300,445,189,69.41000366
1999,778,1300,1092,130,55.72000122
2000,778,1300,1123,147,58.43999863
1997,779,1589,326,144,60.95000076
1998,779,1589,324,173,60.67000198
1999,779,1589,362,169,69.09999847
2000,779,1589,337,175,76.16999817
1997,780,1502,277,140,52.46999741
1998,780,1502,319,136,51.47000122
1999,780,1502,322,155,47.09999847
2000,780,1502,350,150,39.59999847
1997,781,2242,2115,211,33.65000153
1998,781,2242,2495,207,33.97000122
1999,781,2242,3188,209,27.50999832
2000,781,2242,3867,191,29.28000069
1997,782,407,1345,78,95.73000336
1998,782,407,1320,89,93.95999908
1999,782,407,1488,91,95.47000122
2000,782,407,1593,96,93.86000061
1997,783,988,310,116,61.55999756
1998,783,988,327,123,70.87000275
1999,783,988,283,152,63.58000183
2000,783,988,205,170,46.95000076
1997,784,1100,386,107,45.25999832
1998,784,1100,430,122,46.38000107
1999,784,1100,446,124,56.63999939
2000,784,1100,521,121,54.50999832
1997,785,197,1034,66,97.91999817
1998,785,197,1064,66,96.80000305
1999,785,197,1162,66,93.30000305
2000,785,197,1129,71,98.05000305
1997,786,2040,523,145,67.20999908
1998,786,2040,536,167,52.17999649
1999,786,2040,565,169,42.49000168
2000,786,2040,643,160,42.27999878
1997,787,2177,587,200,46.16999817
1998,787,2177,781,185,34.88000107
1999,787,2177,934,182,37.43000031
2000,787,2177,1252,164,38.54000092
1997,788,256,2549,57,71.98000336
1998,788,256,2632,63,77.79000092
1999,788,256,2966,61,72.02999878
2000,788,256,2809,66,73.55999756
1997,789,1912,174,222,63.72000122
1998,789,1912,273,201,42.31000137
1999,789,1912,265,218,37.75999832
2000,789,1912,340,213,62.87000275
1997,790,762,1062,90,44.97999954
1998,790,762,1096,94,46.97999954
1999,790,762,1285,94,37.47999954
2000,790,762,1237,106,39.66999817
1997,791,2027,189,201,39.90000153
1998,791,2027,208,213,42.22000122
1999,791,2027,301,178,26.1099987
2000,791,2027,330,188,22.02000046
1997,792,345,1433,56,61.22999954
1998,792,345,1469,61,65.95999908
1999,792,345,1581,61,75.36000061
2000,792,345,1489,68,94.30000305
1997,793,397,899,76,94.37000275
1998,793,397,955,83,91.11000061
1999,793,397,1065,87,90.58000183
2000,793,397,1202,92,90.29000092
1997,794,368,1003,66,62.22000122
1998,794,368,988,73,60.06000137
1999,794,368,1007,76,69.86000061
2000,794,368,1055,78,67.76999664
1997,795,1069,584,109,77.23000336
1998,795,1069,592,121,77.38999939
1999,795,1069,547,135,84.47000122
2000,795,1069,509,145,83.12999725
1997,796,258,1760,64,79.08999634
1998,796,258,1862,67,90.55999756
1999,796,258,1994,68,89.30000305
2000,796,258,1988,73,81.86000061
1997,797,414,1678,87,70.98000336
1998,797,414,1698,91,72.16000366
1999,797,414,2310,88,50.25999451
2000,797,414,2367,93,39.25999832
1997,798,386,1569,75,65.13999939
1998,798,386,1659,83,56.34000397
1999,798,386,1888,89,56.63000488
2000,798,386,1845,96,58.13999939
1997,799,226,388,62,97.5
1998,799,226,971,77,68.08000183
1999,799,226,934,91,80.05999756
2000,799,226,868,94,99.69999695
1997,800,866,1562,95,45.52000046
1998,800,866,1607,104,49.36000061
1999,800,866,1888,107,44.86000061
2000,800,866,1845,118,50.94000244
1997,801,807,187,119,40.90999985
1998,801,807,204,126,49.09000015
1999,801,807,217,124,51.77999878
2000,801,807,246,131,39.59000015
1997,802,1373,488,135,53.77000046
1998,802,1373,443,166,62.19999695
1999,802,1373,473,173,55.12999725
