studyid,black,hispanic,female,appyear,mnce,select,choice,selectyrs,choiceyrs,mnce90,selectyrs1,selectyrs2,selectyrs3,selectyrs4,choiceyrs1,choiceyrs2,choiceyrs3,choiceyrs4,fitted
20268,1,0,1,92,42,1,1,2,1,,0,1,0,0,1,0,0,0,1.5695978888425122
20269,1,0,0,92,28,1,1,2,2,,0,1,0,0,0,1,0,0,1.5372399598180175
20271,1,0,0,92,15,1,1,2,2,,0,1,0,0,0,1,0,0,1.5372399598180175
20273,1,0,0,92,39,1,1,2,2,,0,1,0,0,0,1,0,0,1.5372399598180175
20274,1,0,0,92,28,1,1,2,2,,0,1,0,0,0,1,0,0,1.5372399598180175
20275,1,0,1,92,45,1,1,2,2,,0,1,0,0,0,1,0,0,1.5695978888425122
20276,1,0,0,92,55,1,1,2,1,,0,1,0,0,1,0,0,0,1.5372399598180175
20282,1,0,0,92,52,1,1,2,1,,0,1,0,0,1,0,0,0,1.5372399598180175
20283,1,0,1,92,45,1,1,2,1,,0,1,0,0,1,0,0,0,1.5695978888425122
20284,1,0,0,92,39,1,1,2,2,,0,1,0,0,0,1,0,0,1.5372399598180175
20285,1,0,1,92,44,1,1,2,2,,0,1,0,0,0,1,0,0,1.5695978888425122
20287,1,0,1,92,39,1,1,2,1,,0,1,0,0,1,0,0,0,1.5695978888425122
20288,1,0,1,91,77,1,1,3,2,,0,0,1,0,0,1,0,0,2.333030024221099
20292,1,0,0,92,66,1,1,2,1,,0,1,0,0,1,0,0,0,1.5372399598180175
20297,0,1,1,92,42,1,1,2,1,,0,1,0,0,1,0,0,0,1.5831974208331672
20307,1,0,0,92,71,1,1,2,1,,0,1,0,0,1,0,0,0,1.5372399598180175
20309,1,0,1,92,71,1,1,2,1,,0,1,0,0,1,0,0,0,1.5695978888425122
20310,1,0,1,92,36,1,1,2,1,,0,1,0,0,1,0,0,0,1.5695978888425122
20311,1,0,0,92,15,1,1,2,1,,0,1,0,0,1,0,0,0,1.5372399598180175
20313,1,0,1,92,10,1,1,2,1,,0,1,0,0,1,0,0,0,1.5695978888425122
20315,1,0,1,92,15,1,1,2,1,,0,1,0,0,1,0,0,0,1.5695978888425122
20318,1,0,1,92,36,1,1,2,2,,0,1,0,0,0,1,0,0,1.5695978888425122
20319,1,0,1,92,23,1,1,2,2,,0,1,0,0,0,1,0,0,1.5695978888425122
20320,1,0,0,92,50,1,1,2,2,,0,1,0,0,0,1,0,0,1.5372399598180175
20329,1,0,0,92,45,1,1,2,1,,0,1,0,0,1,0,0,0,1.5372399598180175
20330,0,1,1,92,66,1,1,2,2,,0,1,0,0,0,1,0,0,1.5831974208331672
20331,1,0,0,92,45,1,1,2,1,,0,1,0,0,1,0,0,0,1.5372399598180175
20333,1,0,1,93,61,1,1,1,1,,1,0,0,0,1,0,0,0,0.8061657534639254
20342,1,0,1,93,45,1,1,1,1,,1,0,0,0,1,0,0,0,0.8061657534639254
20351,1,0,1,93,20,1,1,1,1,,1,0,0,0,1,0,0,0,0.8061657534639254
20380,1,0,1,93,39,1,1,1,1,,1,0,0,0,1,0,0,0,0.8061657534639254
20381,1,0,1,93,36,1,1,1,1,,1,0,0,0,1,0,0,0,0.8061657534639254
20389,1,0,0,93,36,1,1,1,1,39.0,1,0,0,0,1,0,0,0,0.7738078244394309
20390,1,0,0,93,36,1,1,1,1,36.0,1,0,0,0,1,0,0,0,0.7738078244394309
20393,1,0,0,93,28,1,1,1,1,,1,0,0,0,1,0,0,0,0.7738078244394309
20394,1,0,1,93,1,1,1,1,1,,1,0,0,0,1,0,0,0,0.8061657534639254
20448,1,0,0,93,1,1,0,1,0,,1,0,0,0,0,0,0,0,0.7738078244394309
20455,1,0,0,93,39,1,0,1,0,29.0,1,0,0,0,0,0,0,0,0.7738078244394309
20499,0,1,1,93,35,1,1,1,1,45.0,1,0,0,0,1,0,0,0,0.8197652854545805
20501,0,1,1,93,36,1,1,1,1,,1,0,0,0,1,0,0,0,0.8197652854545805
20502,0,1,1,93,32,1,1,1,1,,1,0,0,0,1,0,0,0,0.8197652854545805
20506,0,1,0,93,15,1,1,1,1,,1,0,0,0,1,0,0,0,0.7874073564300861
20508,0,1,1,93,23,1,0,1,0,,1,0,0,0,0,0,0,0,0.8197652854545805
20510,0,1,1,93,59,1,1,1,1,66.0,1,0,0,0,1,0,0,0,0.8197652854545805
20511,0,1,0,93,46,1,1,1,1,54.0,1,0,0,0,1,0,0,0,0.7874073564300861
20513,0,1,0,93,31,1,1,1,1,1.0,1,0,0,0,1,0,0,0,0.7874073564300861
20514,0,1,1,93,56,1,1,1,1,66.0,1,0,0,0,1,0,0,0,0.8197652854545805
20515,0,1,0,93,1,1,1,1,1,,1,0,0,0,1,0,0,0,0.7874073564300861
20568,0,1,1,93,58,1,1,1,1,,1,0,0,0,1,0,0,0,0.8197652854545805
20573,0,1,1,93,55,1,1,1,1,,1,0,0,0,1,0,0,0,0.8197652854545805
20575,0,1,0,93,15,1,1,1,1,,1,0,0,0,1,0,0,0,0.7874073564300861
20576,0,1,1,93,74,1,1,1,1,,1,0,0,0,1,0,0,0,0.8197652854545805
20577,0,1,0,93,39,1,1,1,1,,1,0,0,0,1,0,0,0,0.7874073564300861
20580,0,1,0,93,25,1,1,1,1,,1,0,0,0,1,0,0,0,0.7874073564300861
20582,0,1,1,93,15,1,1,1,1,,1,0,0,0,1,0,0,0,0.8197652854545805
20583,0,1,0,93,56,1,0,1,0,,1,0,0,0,0,0,0,0,0.7874073564300861
20584,0,1,1,93,25,1,1,1,1,,1,0,0,0,1,0,0,0,0.8197652854545805
20585,0,1,1,93,56,1,1,1,1,,1,0,0,0,1,0,0,0,0.8197652854545805
20590,0,1,1,93,41,1,1,1,1,,1,0,0,0,1,0,0,0,0.8197652854545805
20591,0,1,0,93,17,1,1,1,1,,1,0,0,0,1,0,0,0,0.7874073564300861
20592,0,1,0,93,71,1,0,1,0,,1,0,0,0,0,0,0,0,0.7874073564300861
20597,0,1,1,93,62,1,1,1,1,,1,0,0,0,1,0,0,0,0.8197652854545805
20599,0,1,1,93,39,1,0,1,0,,1,0,0,0,0,0,0,0,0.8197652854545805
20601,0,1,0,93,44,1,1,1,1,,1,0,0,0,1,0,0,0,0.7874073564300861
20602,1,0,1,93,37,1,0,1,0,,1,0,0,0,0,0,0,0,0.8061657534639254
20603,0,1,1,93,55,1,1,1,1,,1,0,0,0,1,0,0,0,0.8197652854545805
20605,0,1,0,93,44,1,1,1,1,,1,0,0,0,1,0,0,0,0.7874073564300861
20629,1,0,0,93,99,1,1,1,1,,1,0,0,0,1,0,0,0,0.7738078244394309
20630,1,0,0,93,52,1,1,1,1,,1,0,0,0,1,0,0,0,0.7738078244394309
20632,1,0,1,93,48,1,1,1,1,,1,0,0,0,1,0,0,0,0.8061657534639254
20633,1,0,1,93,48,1,1,1,1,,1,0,0,0,1,0,0,0,0.8061657534639254
20634,1,0,1,93,52,1,1,1,1,,1,0,0,0,1,0,0,0,0.8061657534639254
20635,1,0,0,93,52,1,1,1,1,,1,0,0,0,1,0,0,0,0.7738078244394309
20636,1,0,0,93,58,1,1,1,1,,1,0,0,0,1,0,0,0,0.7738078244394309
20637,1,0,1,93,48,1,1,1,1,,1,0,0,0,1,0,0,0,0.8061657534639254
20638,1,0,0,93,90,1,1,1,1,,1,0,0,0,1,0,0,0,0.7738078244394309
20639,1,0,1,93,99,1,1,1,1,,1,0,0,0,1,0,0,0,0.8061657534639254
20640,1,0,1,93,36,1,1,1,1,,1,0,0,0,1,0,0,0,0.8061657534639254
20641,1,0,1,93,32,1,1,1,1,,1,0,0,0,1,0,0,0,0.8061657534639254
20642,1,0,1,93,36,1,1,1,1,,1,0,0,0,1,0,0,0,0.8061657534639254
20643,1,0,1,93,1,1,1,1,1,,1,0,0,0,1,0,0,0,0.8061657534639254
20644,1,0,1,93,59,1,1,1,1,,1,0,0,0,1,0,0,0,0.8061657534639254
20646,1,0,1,93,48,1,1,1,1,,1,0,0,0,1,0,0,0,0.8061657534639254
20647,1,0,1,93,38,1,1,1,1,,1,0,0,0,1,0,0,0,0.8061657534639254
20648,1,0,0,93,22,1,1,1,1,,1,0,0,0,1,0,0,0,0.7738078244394309
20649,1,0,1,93,34,1,1,1,1,,1,0,0,0,1,0,0,0,0.8061657534639254
20650,1,0,0,93,51,1,1,1,1,,1,0,0,0,1,0,0,0,0.7738078244394309
20651,1,0,0,93,44,1,1,1,1,,1,0,0,0,1,0,0,0,0.7738078244394309
20653,1,0,1,93,42,1,1,1,1,,1,0,0,0,1,0,0,0,0.8061657534639254
20655,1,0,0,93,45,1,1,1,1,,1,0,0,0,1,0,0,0,0.7738078244394309
20656,1,0,0,93,15,1,1,1,1,,1,0,0,0,1,0,0,0,0.7738078244394309
20657,1,0,1,93,57,1,1,1,1,34.0,1,0,0,0,1,0,0,0,0.8061657534639254
20658,1,0,0,93,40,1,1,1,1,,1,0,0,0,1,0,0,0,0.7738078244394309
20659,1,0,1,93,37,1,1,1,1,,1,0,0,0,1,0,0,0,0.8061657534639254
20660,1,0,0,93,17,1,1,1,1,44.0,1,0,0,0,1,0,0,0,0.7738078244394309
20661,1,0,1,93,80,1,1,1,1,,1,0,0,0,1,0,0,0,0.8061657534639254
20662,1,0,0,93,51,1,1,1,1,,1,0,0,0,1,0,0,0,0.7738078244394309
20663,1,0,0,93,72,1,1,1,1,,1,0,0,0,1,0,0,0,0.7738078244394309
20665,1,0,0,93,28,1,1,1,1,,1,0,0,0,1,0,0,0,0.7738078244394309
20666,1,0,0,93,49,1,1,1,1,,1,0,0,0,1,0,0,0,0.7738078244394309
20668,1,0,1,93,40,1,1,1,1,69.0,1,0,0,0,1,0,0,0,0.8061657534639254
20676,0,0,0,93,33,1,1,1,1,,1,0,0,0,1,0,0,0,0.7443784515029528
20678,1,0,1,93,54,1,1,1,1,,1,0,0,0,1,0,0,0,0.8061657534639254
20679,1,0,0,93,13,1,1,1,1,,1,0,0,0,1,0,0,0,0.7738078244394309
20680,1,0,0,93,28,1,1,1,1,,1,0,0,0,1,0,0,0,0.7738078244394309
20681,1,0,1,93,39,1,1,1,1,,1,0,0,0,1,0,0,0,0.8061657534639254
20687,1,0,0,93,15,1,1,1,1,32.0,1,0,0,0,1,0,0,0,0.7738078244394309
20689,1,0,1,93,39,1,1,1,1,,1,0,0,0,1,0,0,0,0.8061657534639254
20692,1,0,1,93,55,1,1,1,1,,1,0,0,0,1,0,0,0,0.8061657534639254
20693,1,0,1,93,34,1,1,1,1,,1,0,0,0,1,0,0,0,0.8061657534639254
20694,1,0,0,93,59,1,1,1,1,,1,0,0,0,1,0,0,0,0.7738078244394309
20696,1,0,1,93,30,1,1,1,1,,1,0,0,0,1,0,0,0,0.8061657534639254
20699,1,0,1,93,64,1,1,1,1,,1,0,0,0,1,0,0,0,0.8061657534639254
20701,1,0,0,93,48,1,1,1,1,,1,0,0,0,1,0,0,0,0.7738078244394309
20702,1,0,0,93,24,1,1,1,1,,1,0,0,0,1,0,0,0,0.7738078244394309
20703,1,0,0,93,90,1,1,1,1,,1,0,0,0,1,0,0,0,0.7738078244394309
20705,1,0,0,93,37,1,1,1,1,,1,0,0,0,1,0,0,0,0.7738078244394309
20707,1,0,0,93,71,1,1,1,1,,1,0,0,0,1,0,0,0,0.7738078244394309
20708,1,0,0,93,34,1,0,1,0,,1,0,0,0,0,0,0,0,0.7738078244394309
20709,1,0,1,93,90,1,1,1,1,,1,0,0,0,1,0,0,0,0.8061657534639254
20717,1,0,0,93,34,1,1,1,1,,1,0,0,0,1,0,0,0,0.7738078244394309
20718,1,0,0,93,10,1,1,1,1,,1,0,0,0,1,0,0,0,0.7738078244394309
20720,1,0,0,93,28,1,1,1,1,,1,0,0,0,1,0,0,0,0.7738078244394309
